-40, -52, -19, 13
-39, -53, -16, 12
-34, -46, -17, 10
-45, -48, -20, 12
-42, -59, -20, 12
-38, -54, -19, 11
-51, -57, -18, 12
-37, -64, -21, 9
-32, -61, -21, 11
-41, -55, -19, 11
-25, -47, -18, 7
-32, -53, -20, 10
-46, -58, -21, 12
-34, -56, -19, 8
-41, -63, -20, 10
-41, -58, -21, 11
-28, -49, -19, 7
-34, -55, -19, 8
-29, -55, -19, 9
-28, -47, -19, 10
-43, -58, -18, 9
-39, -58, -20, 8
-43, -44, -21, 10
-44, -51, -18, 10
-31, -60, -20, 11
-45, -57, -20, 10
-49, -54, -18, 11
-37, -64, -18, 12
-37, -64, -19, 10
-37, -62, -20, 9
-34, -62, -20, 10
-33, -50, -18, 12
-36, -48, -19, 14
